pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"Class A/1 (Rhodopsin-like receptors)"	0.0149341344072097	0.0767790204229485	0.0117172720201706	-0.392075435455986	-1.32912149586393	65	11255 8484 155 146 84432 64106 7200 3352 3827 94233 887 4985 553 6367 4161 6755 9283 339403 3061 1816 23620 1812 5995 51289 152 5540 2151 2847 551 6869 8811 1133 6376 2862 2834 1813 5731 2147 79948 6387 5020 6865 10874 2693 3269 6373 5697 3360
"Complex I biogenesis"	0.00441458200294306	0.0297279511073112	0.0660753559645471	0.666374576696289	1.90319229293873	7	4535 4538 4540 4536
"Costimulation by the CD28 family"	0.0032577208910607	0.0243354534939064	0.0769370246684674	0.681663837011885	1.94685902845802	7	5777 1445 9020 920 5170 5518
"Cytosolic sensors of pathogen-associated DNA "	0.0102167954149016	0.0572402512347691	0.0712784977433389	0.453038674033149	1.71692042702056	13	1387 5970 340061 11035 4791 11277 3551 2033 197358 27297 10623 28512
"DDX58/IFIH1-mediated induction of interferon-alpha/beta"	3.12982954961965e-07	3.85171708287142e-05	0.674962860011025	0.738788522848034	2.88412234574173	14	177 57506 1387 84166 55593 5970 4791 7318 3551 2033 5094 7186 54476 28512
"DNA Damage Recognition in GG-NER"	0.00649480665748968	0.039554087389409	0.0447666980424192	0.752439541790412	1.8211537971429	5	5886 60 1643 10445 10980
"DNA Double-Strand Break Repair"	0.00721766204358902	0.0423371585644081	0.116816911935517	0.411424672868192	1.73479834181527	17	548593 23030 27343 7157 5883 7515 27434 9656 5536 2067 7329 2072 5983 51567 5932 7516
"DNA Repair"	1.20600047148817e-06	0.000105404441208066	0.643551836150722	0.441960182235438	2.38949935294889	34	548593 5886 5430 60 23030 80233 27343 7157 57654 5883 7515 11284 7318 27434 9656 1643 2033 55666 10445 4968 5536 2067 7329 10980 2071 7013 2072 5983 11201 51567 5932 7516
"Deadenylation-dependent mRNA decay"	0.000379450444697411	0.00460610678702136	0.22668730644906	0.76528013582343	2.18567050330624	7	4849 23644 1981 6499 80153 9924 1973
"Dectin-2 family"	0.0044557912986931	0.0297279511073112	0.0223066602670773	-0.65688135239664	-1.68759657907554	10	4586 140453 4584 727897 4588 4585 10071 56667 94025
"Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)"	0.00518746344950075	0.033514747714782	0.0207963407411749	-0.671762208067941	-1.68350153521666	9	4586 140453 4584 727897 4588 4585 10071 56667 94025
"Defective GALNT12 causes colorectal cancer 1 (CRCS1)"	0.00518746344950075	0.033514747714782	0.0207963407411749	-0.671762208067941	-1.68350153521666	9	4586 140453 4584 727897 4588 4585 10071 56667 94025
"Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)"	0.00443440007786404	0.0297279511073112	0.0223606293959394	-0.657023446069965	-1.68796163251501	10	4586 140453 4584 727897 4588 4585 10071 56667 94025
Deubiquitination	0.000635474318673306	0.00645819249442406	0.477270815362862	0.343278627908892	1.79211111166966	31	7040 5886 114785 3054 9491 60 57506 9146 7157 408 55593 23326 2648 8295 8237 1643 10318 2033 10445 10474 3607 171023 7186 10254 7046 123228 2099 143471
"Developmental Biology"	0.00444899555100445	0.0297279511073112	0.0215823935032901	-0.33689940783709	-1.23603810691077	234	51129 3860 43849 9333 6927 27022 79784 4440 23581 3885 3882 8688 6900 126638 3883 3211 342574 56896 4014 284656 79923 3866 64344 3888 3861 2046 3785 3868 54474 112714 9048 286887 3854 147183 390874 5105 192666 64096 7547 84891 3884 10368 6331 3886 3857 112802 50674 2312 23114 3880 3859 2886 4654 122706 3642 113457 2676 2902 4917 1013 1280 3171 9355 3175 8022 1641 7062 9370 340654 203190 2817 25791 3172 1463 55800 779 8689 90249 27092 3891 3890 8128 3853 4821 51350 4838 10486 55203 1002 144501 1826 4313 8913 2516 9423 5313 3850 2494 3232 5317 5453 1400 196374 219699 7026 131873 79861 284217 3855 56963 256076 5080 7003 3912 57731 2645 2904 6586 91653 3200 80728 11187 10381 6387 57453 440050 43847 775 6329
"Diseases associated with O-glycosylation of proteins"	0.0200840469873426	0.0991720738245052	0.010114745604135	-0.476378090929299	-1.4436221112455	24	4586 140453 11173 4584 727897 4588 4585 10071 54437 11095 170689 79875 56667 170692 57188 94025 4854 9509 9719 140766
"Diseases of carbohydrate metabolism"	0.00124880515556104	0.0111373031220444	0.113514805574215	0.771483131763208	2.03845409018682	6	6448 2588 2548 2997 2990 138050
"Diseases of glycosylation"	0.0126841771942936	0.0671877022291674	0.0127317249492144	-0.431424152289687	-1.40239901640023	42	1464 4586 140453 11173 63827 4584 4166 727897 4588 4585 633 176 2817 10071 1463 54437 11095 170689 79875 56667 170692 57188 9469 94025 4854 6382
"Diseases of metabolism"	0.00616224648985959	0.0384700245152663	0.0183226894613988	-0.417237012173387	-1.4002403257606	58	1586 1464 4586 140453 11173 10568 2694 63827 4584 4166 1585 727897 4588 4585 633 6440 176 2817 10071 1463 54437 11095 170689 79875 56667 170692 57188 9469 94025 6439 1588 4854 6382
"Dual Incision in GG-NER"	0.00752721812038543	0.0434821750090025	0.0415786809288392	0.742469240560034	1.7970223541021	5	1643 2067 2071 2072 5983
"Dual incision in TC-NER"	0.000768155778289882	0.00754346236208266	0.158827971962441	0.742784380305603	2.12142173088514	7	5430 57654 2033 2067 2071 2072 5983
"ESR-mediated signaling"	0.0196560196560197	0.0976100067009158	0.14180129556759	0.310249307479224	1.52596133513382	26	10498 5430 2788 23030 1387 7392 27161 5170 6464 2033 2782 6722 5536 1025 2957 8204 2773 10735 2099 2069 255324 9687 6387 2786 2494 4313
"Export of Viral Ribonucleoproteins from Nucleus"	0.000863371465573063	0.00802751766926443	0.136619105133806	0.787396562698918	2.08050141052896	6	23225 9883 23511 23636 79902 8086
"Formation of Incision Complex in GG-NER"	0.00204279855693626	0.0168434522524745	0.0886959927523242	0.750053044769786	1.98183036545941	6	5886 1643 2067 7329 2071 2072
"Formation of TC-NER Pre-Incision Complex"	0.00658866224502565	0.039554087389409	0.0444462170349229	0.750954603309292	1.8175597524347	5	5430 57654 2033 10980 2071
"Formation of the cornified envelope"	0.000231025874897989	0.00339847068819031	0.0950142348313884	-0.481965983744181	-1.59806096568006	51	3860 43849 9333 23581 3885 3882 8688 126638 3883 342574 4014 3866 3888 3861 3868 54474 286887 3854 147183 192666 3884 3886 3857 112802 2312 3880 3859 7062 340654 8689 3891 3890 3853 51350
"G1/S Transition"	0.00547490927293205	0.034927523390822	0.0487645959494417	0.761773440814595	1.84374493530876	5	9491 1874 4174 5518 23649
"G2/M DNA damage checkpoint"	0.0122325115755225	0.0651903360793087	0.0326010709886118	0.714255409418753	1.72873550464622	5	7157 5883 9656 5983 5932
"GPCR ligand binding"	0.0115779884220116	0.0628519371480629	0.0133302549823802	-0.369486803720519	-1.29271998405427	98	11255 8484 155 146 84432 64106 5745 7200 3352 3827 94233 887 89780 4985 7484 553 6367 796 4161 6755 9283 2914 339403 3061 1816 23620 1812 9568 5995 6469 7477 2916 51289 80835 1395 152 1394 5540 54361 2151 2847 551 6869 6608 8811 2692 1133 6376 2862 2834 1813 846 2786 5731 2147 79948 6387 5020 6865 8326 10874 2693 8322 3269 6373 5697 3360 7473
"Gap-filling DNA repair synthesis and ligation in TC-NER"	0.00238198020412568	0.0192763953556097	0.082125828598547	0.742626776999788	1.96220828263308	6	5430 57654 7515 2033 2071 5983
"Global Genome Nucleotide Excision Repair (GG-NER)"	6.32284469150068e-06	0.00032506860355127	0.610526878385931	0.743415463041631	2.61801917487818	11	5886 60 7515 1643 10445 2067 7329 10980 2071 2072 5983
"Glutamate binding, activation of AMPA receptors and synaptic plasticity"	0.0134689943468561	0.0696562192849245	0.0128560622958722	-0.633932551063383	-1.58869672946991	9	10368 2036 816 5582 80852 27092
"Golgi Associated Vesicle Biogenesis"	0.00273744092046451	0.0215542645449188	0.127758747438196	0.529211812194604	1.93477145103238	12	81567 6844 162 408 8775 2580 1785 388552 8907 54885 152503 7164
"HATs acetylate histones"	2.81692582682399e-08	4.92398634528834e-06	0.73376198835648	0.742504784180311	3.06105213940385	16	3054 60 57634 1387 23326 2648 8295 2033 55683 10445 27154 10474 84289 23338 7862 1810
"HDMs demethylate histones"	0.000286901555746823	0.0036340863727931	0.261215263085554	0.77695246179966	2.21900713050586	7	23135 23030 51780 84678 22992 8242 23133
"HDR through Homologous Recombination (HRR)"	0.0170254035790264	0.0850297298746805	0.0276222223949868	0.69473907509546	1.68149948848125	5	548593 5883 5983 5932 7516
"HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)"	0.000313225966432617	0.00391084992374439	0.297579325632948	0.695329087048832	2.23767646168063	9	548593 5883 9656 2067 7329 2072 5983 5932 7516
"HDR through Single Strand Annealing (SSA)"	0.0122325115755225	0.0651903360793087	0.0326010709886118	0.714255409418753	1.72873550464622	5	5883 2067 2072 5983 5932
"Homology Directed Repair"	8.34358781397858e-05	0.00191902519721507	0.538434096309916	0.695476746655341	2.34651039916454	10	548593 5883 7515 9656 2067 7329 2072 5983 5932 7516
"Host Interactions of HIV factors"	0.00413496526629176	0.0287532318766651	0.167138678532384	0.41693676991613	1.79867947628027	18	160 9491 55690 162 3159 920 23225 161 9883 8907 23511 23636 5905 79902 8086
"Influenza Viral RNA Transcription and Replication"	3.65945426452274e-05	0.000949669656180052	0.557332238758646	0.787730842708554	2.3977527639167	8	6192 5430 23225 9883 23511 23636 79902 8086
"Insertion of tail-anchored proteins into the endoplasmic reticulum membrane"	0.00648854961832061	0.039554087389409	0.0447883103771911	0.752651675859143	1.82166723210122	5	7917 6844 51608 118424 6811
"Interactions of Rev with host cellular proteins"	0.00023137222237647	0.00339847068819031	0.291444621206009	0.787563667232598	2.24931315523279	7	23225 9883 23511 23636 5905 79902 8086
"Interactions of Vpr with host cellular proteins"	0.00023137222237647	0.00339847068819031	0.291444621206009	0.787563667232598	2.24931315523279	7	3159 23225 9883 23511 23636 79902 8086
"Interleukin receptor SHC signaling"	0.00149703800337903	0.0129545664846859	0.173046690582827	0.555555555555556	2.03108283598943	12	3718 5777 3560 5293 3636 9846 3635 6464 3561 3558 1437 3567
"Interleukin-15 signaling"	0.00334125891628082	0.0247479685833003	0.0624440962625079	0.785532456512516	1.90124965064002	5	3718 3560 9846 6464 3561
"Interleukin-17 signaling"	0.00521510948422236	0.033514747714782	0.0663545831442479	0.617278709403524	1.87891809147663	8	5606 23765 9261 3654 3551 5518 1846 5602
"Interleukin-2 family signaling"	0.000411208365153028	0.00472889619925982	0.392559596971788	0.555791710945802	2.16972955526888	14	3718 5777 3560 5293 3636 3965 9846 3635 2185 6464 3561 3558 1437 3567
"Interleukin-2 signaling"	0.0163578058030896	0.0836065629935693	0.0312890120035429	0.643963505198387	1.70151489651182	6	3718 3560 2185 6464 3561
"Interleukin-3, Interleukin-5 and GM-CSF signaling"	0.000127950277822783	0.00272752543456371	0.518848077743792	0.555909863945578	2.23295425870719	15	5566 3718 2889 5777 3560 5293 3636 867 9846 3635 6464 3561 3558 1437 3567
Keratinization	0.000428042804280428	0.00485856377845577	0.0697611337551509	-0.470128671797485	-1.56171076128395	52	3860 43849 9333 23581 3885 3882 8688 126638 3883 342574 4014 3866 3888 3861 3868 54474 286887 3854 147183 192666 3884 3886 3857 112802 2312 3880 3859 7062 340654 8689 3891 3890 3853 51350
"Loss of Nlp from mitotic centrosomes"	1.62540063972561e-05	0.000546384676584687	0.575610261071129	0.722175021240442	2.54321862702452	11	5566 1453 54820 9814 1778 10540 1639 5518 22995 121441 84131
"Loss of proteins required for interphase microtubule organization from the centrosome"	1.62540063972561e-05	0.000546384676584687	0.575610261071129	0.722175021240442	2.54321862702452	11	5566 1453 54820 9814 1778 10540 1639 5518 22995 121441 84131
"Lysosome Vesicle Biogenesis"	1.5565904045914e-05	0.000546384676584687	0.575610261071129	0.80768414349395	2.45848808049126	8	81567 9146 6844 162 408 8906 1785 8907
"MAP kinase activation"	0.011327984007552	0.0618791126412527	0.0412198775996322	0.617147707979627	1.76259839811828	7	5606 9261 3654 3551 5518 1846 5602
"MTOR signalling"	0.0017498689525454	0.0148484025682008	0.0958497299411384	0.758328028856355	2.00369497203732	6	7249 1981 29904 57521 92335 7248
"Major pathway of rRNA processing in the nucleolus and cytosol"	0.00417810119946964	0.0287532318766651	0.0619808645409383	0.716104392106938	1.89212941539618	6	6192 1453 55131 79707 90459 10799
"Maturation of spike protein"	0.000824828096574265	0.00800999729339898	0.139789648264358	0.788669637173775	2.08386519615633	6	5589 23193 7841 6480 11282 6482
"Metabolism of non-coding RNA"	0.000249882000166588	0.00339847068819031	0.280233525231282	0.784380305602717	2.24022134781471	7	23225 9883 23511 23636 79902 8086 79760
"Mitochondrial protein import"	0.00410461769490677	0.0287532318766651	0.0563307796530058	0.776198557488333	1.87865851247417	5	51025 50 1431 6901 23203
"Mitotic G1 phase and G1/S transition"	0.00115686111188235	0.0105322563727622	0.129289024651656	0.727079796264856	2.07656881428929	7	9491 896 1874 4174 5518 23649 1031
"Mitotic Spindle Checkpoint"	0.00154497881883877	0.0132383479182852	0.183958068872682	0.525499362515937	1.9915310581716	13	80152 54820 29882 5905 79902 1778 5518 9183 81930 151246 1058 57405 1780
"MyD88 cascade initiated on plasma membrane"	0.000256635086293548	0.00339847068819031	0.425291407412202	0.617803271722966	2.25865731818633	12	177 5606 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"MyD88 dependent cascade initiated on endosome"	0.000256635086293548	0.00339847068819031	0.425291407412202	0.617803271722966	2.25865731818633	12	177 5606 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"MyD88-independent TLR4 cascade "	0.000256635086293548	0.00339847068819031	0.425291407412202	0.617803271722966	2.25865731818633	12	177 5606 5970 9261 3654 11035 4791 3551 5518 28512 1846 5602
"MyD88:MAL(TIRAP) cascade initiated on plasma membrane"	3.69436708353796e-05	0.000949669656180052	0.557332238758646	0.618065887353879	2.41283883239843	14	177 5606 59307 114609 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"	0.00135121377867859	0.0118096084256508	0.11959433002474	0.72134974533107	2.06020356093674	7	84447 5589 23193 7841 10956 811 55757
"NEP/NS2 Interacts with the Cellular Export Machinery"	0.000863371465573063	0.00802751766926443	0.136619105133806	0.787396562698918	2.08050141052896	6	23225 9883 23511 23636 79902 8086
"NOTCH4 Intracellular Domain Regulates Transcription"	0.0169684006262542	0.0850297298746805	0.036752885610296	0.556994268732753	1.69541990097479	8	4851 1387 55534 2648 9794 2033 23462 23493
"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters"	0.000539607165983164	0.00561448408415816	0.173046690582827	0.807341396138341	2.1332007186911	6	160 55690 162 920 161 8907
"Negative regulators of DDX58/IFIH1 signaling"	0.00178070364774444	0.0149647595012369	0.0950142348313884	0.757267133460641	2.00089181734784	6	57506 84166 55593 7318 5094 54476
"Neuronal System"	0.00687299312700687	0.0408639183197552	0.0173428180975709	-0.366670515451973	-1.29719551672146	116	3761 93107 22843 3777 81033 3743 83795 3745 3785 10052 140679 112714 3780 774 57030 2569 1136 10368 1144 3763 6572 91683 2036 113457 2902 9568 816 9177 57576 2905 5582 80852 10021 1137 4916 3765 94030 6582 22941 6511 127833 6531 27092 6833 143425 9066 6853 1141 1143 6529 2899 3766 2572 50944 3746 111 170850 88 1146 3768 107 2903 6538 51305 10815 79861 2786 2904 6506 773 10381 3758 3773 4137 9132 2562 3741 2901 6854 26251 2906 7881 23415
"Neutrophil degranulation"	0.000184576773902342	0.00339847068819031	0.518848077743792	0.265327739841173	1.67221264929777	68	3687 410 290 23218 150372 7077 81567 201294 222487 2588 1265 728 5777 2548 5580 527 57153 9725 391 3684 64333 5476 3614 6793 3683 127829 5869 1729 23406 2821 976 161 226 23385 340061 11322 6709 10075 23352 54509 84514 2683 80331 23526 8907 81619 84329
"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"	0.000407215111382588	0.00472889619925982	0.218731284070267	0.762733446519525	2.17839705737177	7	6192 23381 22794 1981 56006 10921 5518
"Nonsense-Mediated Decay (NMD)"	0.000407215111382588	0.00472889619925982	0.218731284070267	0.762733446519525	2.17839705737177	7	6192 23381 22794 1981 56006 10921 5518
"Nuclear Pore Complex (NPC) Disassembly"	0.00129568444530823	0.0114386687393878	0.122139520592396	0.723259762308998	2.06565864538759	7	23225 9883 23511 23636 79902 8086 140609
"Nuclear import of Rev protein"	0.000863371465573063	0.00802751766926443	0.136619105133806	0.787396562698918	2.08050141052896	6	23225 9883 23511 23636 79902 8086
"Nucleotide Excision Repair"	2.29522041230585e-07	3.34337106725886e-05	0.690132458796796	0.743889479277365	2.90403573362947	14	5886 5430 60 57654 7515 1643 2033 10445 2067 7329 10980 2071 2072 5983
"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	0.0038920373106353	0.0281127323098781	0.076827778348918	0.630651666312885	1.91962367598936	8	22861 5603 5970 3654 4791 3551 835
"O-linked glycosylation"	0.00710337961414186	0.0419483363699999	0.0170710447201053	-0.465468752758605	-1.47741464056852	34	168391 4586 140453 11173 4584 727897 4588 4585 192134 57452 10071 54437 11095 170689 50614 79875 64409 56667 170692 57188 94025 9509 374378 79369 9719 140766
"O-linked glycosylation of mucins"	0.00785509002752569	0.0448715600265193	0.0163089188923636	-0.520627082693193	-1.54595533832961	21	168391 4586 140453 4584 727897 4588 4585 192134 57452 10071 50614 64409 56667 94025 374378 79369
"Ovarian tumor domain proteases"	0.0202164935552497	0.0992652548724056	0.02534177526377	0.684980907933814	1.65788148039877	5	57506 7157 55593 10318
"Oxidative Stress Induced Senescence"	0.0166976737034702	0.084357033623312	0.043764681120671	0.498832023784243	1.68303906187405	10	23135 50488 5606 7157 9261 23466 8535
"Positive epigenetic regulation of rRNA expression"	0.000539607165983164	0.00561448408415816	0.173046690582827	0.806280500742627	2.13039756400163	6	60 9013 54815 57459 2648 2033
"Postmitotic nuclear pore complex (NPC) reformation"	0.00184237303814252	0.0153355622413006	0.0934067439404752	0.755781879906641	1.99696740078258	6	9883 23511 23636 5905 79902 7329
"Potassium Channels"	0.0131082725670601	0.0686025761892846	0.012533932539883	-0.460429117445808	-1.44497409478076	31	3761 93107 3777 81033 3743 83795 3745 3785 3780 3763 9568 10021 3765 6833 3766 3746 170850 3768 51305 2786 3758 3773 9132 3741 26251 7881 23415
"Pre-NOTCH Expression and Processing"	0.000657325722193392	0.00660347909421868	0.335375884887926	0.521330017367693	2.09405545390187	15	4851 5045 5986 1387 489 7157 55534 27161 2648 9794 4242 2683 2033
"Processing of Capped Intron-Containing Pre-mRNA"	8.61295918892702e-20	7.52772633112222e-17	1.15122052214226	0.746635334330271	4.18503930338998	38	5430 23524 29894 5093 8189 7919 199746 6625 22794 10291 79869 10523 8175 11100 51593 23225 9883 10262 10594 6626 10992 7536 2521 57794 10482 23511 5725 23636 79902 5094 8086 10921 11338 5546 23020 84324 10898 988
"Processing of DNA double-strand break ends"	0.0122325115755225	0.0651903360793087	0.0326010709886118	0.714255409418753	1.72873550464622	5	5883 9656 7329 5983 5932
"RIP-mediated NFkB activation via ZBP1"	0.00824677762482793	0.0468031405461014	0.0397203381036362	0.737378022910479	1.78469991510255	5	5970 11035 4791 3551 28512
"RMTs methylate histone arginines"	0.000732073582780628	0.00727082171988942	0.133654917987377	0.838353839626644	2.02909495526043	5	10498 6598 8289 6597 6601
"RNA Polymerase I Promoter Clearance"	0.00324114628957577	0.0243354534939064	0.0634025742850062	0.786177611003926	1.90281113895439	5	9013 54815 57459 2648 2071
"RNA Polymerase I Transcription"	0.00324114628957577	0.0243354534939064	0.0634025742850062	0.786177611003926	1.90281113895439	5	9013 54815 57459 2648 2071
"RNA Polymerase I Transcription Initiation"	0.00324114628957577	0.0243354534939064	0.0634025742850062	0.786177611003926	1.90281113895439	5	9013 54815 57459 2648 2071
"RNA Polymerase II Transcription Termination"	1.25019462469506e-05	0.000520319096182611	0.593325476396405	0.752176682947547	2.53781368972238	10	29894 8189 7919 199746 22794 79869 10921 11338 84324 10898
"RNA Polymerase III Abortive And Retractive Initiation"	0.00660743336253285	0.039554087389409	0.0443829417158863	0.750530335171829	1.81653288251807	5	4782 6621 2976 27297 10623
"RNA Polymerase III Transcription"	0.00660743336253285	0.039554087389409	0.0443829417158863	0.750530335171829	1.81653288251807	5	4782 6621 2976 27297 10623
"RNA polymerase II transcribes snRNA genes"	1.91752716815357e-06	0.000123873390720388	0.627256739718528	0.746547694922456	2.72934037692805	12	5430 26173 5452 6878 6621 51593 65123 6829 54973 80789 1025 2957
"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function"	0.00462395194593918	0.0306161666723549	0.0530687469819351	0.770385589307754	1.86458919728435	5	23067 8085 23309 2033 9070
"RUNX3 regulates NOTCH signaling"	0.000539607165983164	0.00561448408415816	0.173046690582827	0.806280500742627	2.13039756400163	6	4851 1387 55534 2648 9794 2033
"Rab regulation of trafficking"	0.000126735364651406	0.00272752543456371	0.518848077743792	0.459036661062751	2.20392697237895	24	8408 79890 26000 6305 7249 79958 9230 9909 79735 23163 81876 5869 4943 54662 26088 83874 2664 84958 8567 9827
"Recruitment of mitotic centrosome proteins and complexes"	1.45033339913844e-06	0.000105632615903916	0.643551836150722	0.722481937951551	2.73805321382266	13	5566 1453 54820 85378 9814 1778 10540 1639 5518 22995 121441 29922 84131
"Regulation of KIT signaling"	0.0105368539607058	0.0586573908385788	0.0351319371336027	0.722528638099279	1.7487594680205	5	10603 5777 867 10019 9306
"Regulation of PLK1 Activity at G2/M Transition"	1.62540063972561e-05	0.000546384676584687	0.575610261071129	0.722175021240442	2.54321862702452	11	5566 1453 54820 9814 1778 10540 1639 5518 22995 121441 84131
"Regulation of TP53 Activity through Acetylation"	0.000275640036163973	0.00354278517069577	0.291444621206009	0.734875822542985	2.23686878703304	8	54815 57459 7157 2033 27154 84289 7862 3622
"Regulation of TP53 Activity through Phosphorylation"	0.0024146067167964	0.0193611584447711	0.0975890268698545	0.652090851199321	1.98488183528755	8	28996 7157 6878 1263 5883 5983 5932 9891
"Regulation of cholesterol biosynthesis by SREBP (SREBF)"	0.000262094909191823	0.00341896941244258	0.249246311673172	0.829550308753036	2.19188229822811	6	10498 6720 6721 22937 1387 9632
"Respiratory electron transport"	0.000195766229020386	0.00339847068819031	0.378792565502183	0.705982718378961	2.27196149376527	9	4535 4538 4540 4519 4536 4512
"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	4.81798097457412e-05	0.00116969871438272	0.557332238758646	0.663609292549886	2.42612179902209	12	4535 4538 4540 4519 4536 7351 4512 513
"Rev-mediated nuclear export of HIV RNA"	0.00023137222237647	0.00339847068819031	0.291444621206009	0.787563667232598	2.24931315523279	7	23225 9883 23511 23636 5905 79902 8086
"Role of phospholipids in phagocytosis"	0.000331472973389658	0.00408038561609241	0.221289510408562	0.822830468915765	2.17412677715745	6	5580 84513 3710 5581 8398 5336
"SUMOylation of DNA damage response and repair proteins"	0.00588122072756047	0.0372477312745496	0.0870649809382135	0.499043977055449	1.8244793811622	12	51564 23225 9883 9656 23511 23636 79902 8086 8535 7329 10735
"SUMOylation of DNA replication proteins"	9.11481366996706e-05	0.00204265311475672	0.538434096309916	0.756102738272129	2.30148082594214	8	23225 9883 23511 23636 5905 79902 8086 7329
"SUMOylation of SUMOylation proteins"	0.000481254222543058	0.0053242555759827	0.201026318271889	0.755942275042445	2.15900120154654	7	23225 9883 23511 23636 79902 8086 7329
"SUMOylation of chromatin organization proteins"	0.0166976737034702	0.084357033623312	0.043764681120671	0.498832023784243	1.68303906187405	10	23225 9883 23511 23636 79902 8086 8535 83746 7329
"SUMOylation of transcription cofactors"	0.0100227955277346	0.0565156341370323	0.0613049359513261	0.498937977909941	1.75706486908253	11	1387 28996 1616 10155 57591 2033 8535 7329 3622 8204
"SUMOylation of ubiquitinylation proteins"	0.000481254222543058	0.0053242555759827	0.201026318271889	0.755942275042445	2.15900120154654	7	23225 9883 23511 23636 79902 8086 7329
"Signaling by Erythropoietin"	0.00123889375547491	0.0111373031220444	0.102647324546519	0.822655918540518	1.99110076834513	5	2889 5293 23533 6464 5336
"Signaling by TGF-beta Receptor Complex"	0.0109069911674758	0.0599541527067537	0.0638986540543367	0.472667787492817	1.72804937454316	12	7040 6497 5045 50848 867 23370 4221 1874 60436 1025 7046
"TAK1 activates NFkB by phosphorylation and activation of IKKs complex"	0.00265178378711726	0.0210696275449135	0.0778280970868792	0.737534479100361	1.94875314012359	6	177 5970 3654 4791 3551 28512
TBC/RABGAPs	6.36681858908033e-07	6.18288827428468e-05	0.659444398037935	0.721997874601488	2.81857411061123	14	8408 26000 7249 9230 79735 23163 5869 4943 54662 26088 83874 84958
